rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
5618	LHFPL4	lipoma HMGIC fusion partner-like 4	278380	2	2	2	0	0	0	0	1	1	0	0.145	0.809	0.647	0.313	1.000	0.426	1.000
5619	VEGFA	vascular endothelial growth factor A	389973	1	1	1	0	0	0	0	0	1	0	0.426	0.835	NaN	NaN	NaN	0.426	1.000
5620	EHF	ets homologous factor	337909	2	2	2	0	0	1	1	0	0	0	0.191	0.452	0.362	0.795	0.760	0.426	1.000
5621	GRB14	growth factor receptor-bound protein 14	589799	4	4	4	2	0	1	0	0	3	0	0.311	0.983	0.661	0.230	0.469	0.426	1.000
5622	PEAR1	platelet endothelial aggregation receptor 1	1137110	4	4	4	0	0	0	0	2	2	0	0.456	0.479	0.397	0.168	0.319	0.426	1.000
5623	ATF5	activating transcription factor 5	306379	1	1	1	1	0	0	0	0	1	0	0.426	1.000	NaN	NaN	NaN	0.426	1.000
5624	SIRPB1	signal-regulatory protein beta 1	681067	4	4	4	1	0	1	0	1	2	0	0.268	0.809	0.295	0.319	0.543	0.426	1.000
5625	ACTRT1	actin-related protein T1	418943	1	1	1	0	0	0	1	0	0	0	0.426	0.625	NaN	NaN	NaN	0.426	1.000
5626	TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)	826622	4	4	4	1	0	1	0	2	1	0	0.269	0.711	0.470	0.475	0.542	0.426	1.000
5627	PODNL1	podocan-like 1	484109	3	3	3	0	0	0	0	0	3	0	0.153	0.830	0.891	0.939	0.955	0.426	1.000
5628	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1	381998	2	2	2	0	0	0	0	1	1	0	0.146	0.836	0.915	0.978	1.000	0.426	1.000
5629	DCTD	dCMP deaminase	209161	1	1	1	0	1	0	0	0	0	0	0.427	0.553	NaN	NaN	NaN	0.427	1.000
5630	SCYL1	SCY1-like 1 (S. cerevisiae)	896822	4	4	4	0	0	1	0	3	0	0	0.328	0.441	0.332	0.494	0.444	0.427	1.000
5631	INTS4	integrator complex subunit 4	1109120	4	4	4	1	0	1	1	2	0	0	0.332	0.668	0.353	0.422	0.439	0.427	1.000
5632	SMAP2	stromal membrane-associated GTPase-activating protein 2	493242	2	2	2	0	0	2	0	0	0	0	0.414	0.473	0.230	0.369	0.352	0.427	1.000
5633	CACNG4	calcium channel, voltage-dependent, gamma subunit 4	354024	2	2	2	2	0	0	1	1	0	0	1.000	0.811	0.182	0.189	0.146	0.427	1.000
5634	HFM1	HFM1, ATP-dependent DNA helicase homolog (S. cerevisiae)	1651562	11	9	11	2	0	2	0	5	4	0	0.214	0.608	0.476	0.544	0.682	0.427	1.000
5635	TMCO5A	transmembrane and coiled-coil domains 5A	329100	1	1	1	0	0	0	0	0	1	0	0.427	0.875	NaN	NaN	NaN	0.427	1.000
5636	PARD3B	par-3 partitioning defective 3 homolog B (C. elegans)	1367317	4	4	4	1	0	0	1	0	3	0	0.553	0.731	0.809	0.0897	0.264	0.427	1.000
5637	ERCC3	excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)	876609	3	3	3	0	0	0	1	0	2	0	0.353	0.371	0.557	0.0853	0.414	0.427	1.000
5638	C12orf50	chromosome 12 open reading frame 50	471242	3	3	3	0	0	1	1	1	0	0	0.146	0.409	0.978	0.737	1.000	0.427	1.000
5639	PRSS37	protease, serine, 37	270752	1	1	1	1	0	0	0	1	0	0	0.427	0.939	NaN	NaN	NaN	0.427	1.000
5640	PDIK1L	PDLIM1 interacting kinase 1 like	383843	2	2	2	1	0	0	0	1	1	0	0.161	0.809	0.737	0.556	0.910	0.427	1.000
5641	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	430228	1	1	1	0	0	0	0	0	1	0	0.427	0.570	NaN	NaN	NaN	0.427	1.000
5642	MOCS2	molybdenum cofactor synthesis 2	287469	2	2	2	1	0	0	0	1	1	0	0.146	0.923	0.430	0.707	1.000	0.427	1.000
5643	CMTM2	CKLF-like MARVEL transmembrane domain containing 2	280829	1	1	1	0	0	0	0	1	0	0	0.428	0.829	NaN	NaN	NaN	0.428	1.000
5644	C7orf61	chromosome 7 open reading frame 61	231953	2	2	2	0	0	0	0	0	2	0	0.146	1.000	0.947	0.835	1.000	0.428	1.000
5645	PSMA4	proteasome (prosome, macropain) subunit, alpha type, 4	302594	2	2	2	0	0	0	1	1	0	0	0.147	0.623	0.0365	0.306	1.000	0.428	1.000
5646	RGS6	regulator of G-protein signaling 6	545808	2	2	2	1	0	0	0	1	1	0	0.461	0.960	0.0979	0.510	0.318	0.428	1.000
5647	OR3A3	olfactory receptor, family 3, subfamily A, member 3	360346	1	1	1	0	0	0	1	0	0	0	0.428	0.564	NaN	NaN	NaN	0.428	1.000
5648	ABCA13	ATP-binding cassette, sub-family A (ABC1), member 13	5613169	36	32	35	7	2	9	4	15	6	0	0.491	0.146	0.179	0.954	0.299	0.428	1.000
5649	TRERF1	transcriptional regulating factor 1	1319215	4	4	4	4	0	2	0	2	0	0	1.000	0.962	0.0872	0.385	0.147	0.428	1.000
5650	USP15	ubiquitin specific peptidase 15	1087815	4	4	4	2	0	1	1	1	1	0	0.967	0.844	0.243	0.161	0.152	0.428	1.000
5651	MBTPS1	membrane-bound transcription factor peptidase, site 1	1186861	4	4	4	1	0	1	1	1	1	0	0.507	0.658	0.238	0.723	0.289	0.428	1.000
5652	PTPRA	protein tyrosine phosphatase, receptor type, A	924745	4	4	4	1	0	1	0	1	2	0	0.229	0.680	0.361	0.620	0.641	0.429	1.000
5653	C1orf64	chromosome 1 open reading frame 64	192401	1	1	1	0	0	0	0	0	1	0	0.429	1.000	NaN	NaN	NaN	0.429	1.000
5654	ZNF391	zinc finger protein 391	394394	2	2	2	1	0	0	0	2	0	0	0.239	0.920	0.0668	0.626	0.616	0.429	1.000
5655	NMRAL1	NmrA-like family domain containing 1	337015	1	1	1	1	0	0	0	1	0	0	0.429	0.918	NaN	NaN	NaN	0.429	1.000
5656	CD1D	CD1d molecule	375994	2	2	2	0	1	0	0	1	0	0	0.196	0.547	0.186	0.766	0.749	0.429	1.000
5657	HES1	hairy and enhancer of split 1, (Drosophila)	283819	2	2	2	1	0	0	0	1	1	0	0.221	0.922	0.140	0.278	0.667	0.429	1.000
5658	PRSS3	protease, serine, 3	345097	1	1	1	0	0	0	1	0	0	0	0.429	0.602	NaN	NaN	NaN	0.429	1.000
5659	SLC9A9	solute carrier family 9 (sodium/hydrogen exchanger), member 9	740868	3	3	3	0	0	1	0	2	0	0	0.282	0.480	0.863	0.178	0.522	0.429	1.000
5660	CACNA2D4	calcium channel, voltage-dependent, alpha 2/delta subunit 4	1256833	5	4	5	1	0	0	0	4	1	0	0.456	0.630	0.988	0.158	0.323	0.429	1.000
5661	STXBP1	syntaxin binding protein 1	717672	3	3	3	1	1	0	1	0	1	0	0.147	0.711	0.772	0.288	1.000	0.430	1.000
5662	POU3F4	POU class 3 homeobox 4	402972	1	1	1	1	0	0	1	0	0	0	0.430	0.927	NaN	NaN	NaN	0.430	1.000
5663	CABLES2	Cdk5 and Abl enzyme substrate 2	410991	2	2	2	0	1	0	0	1	0	0	0.240	0.518	0.372	0.469	0.613	0.430	1.000
5664	TMIGD1	transmembrane and immunoglobulin domain containing 1	302140	1	1	1	1	0	0	0	1	0	0	0.430	0.946	NaN	NaN	NaN	0.430	1.000
5665	KIAA1191	KIAA1191	341932	1	1	1	0	0	0	0	0	1	0	0.430	0.814	NaN	NaN	NaN	0.430	1.000
5666	TUB	tubby homolog (mouse)	648223	3	3	3	0	0	0	0	1	2	0	0.334	0.686	0.314	0.396	0.441	0.430	1.000
5667	LAMB2	laminin, beta 2 (laminin S)	2016439	8	8	8	3	1	1	0	2	4	0	0.715	0.830	0.564	0.0528	0.206	0.430	1.000
5668	PIH1D2	PIH1 domain containing 2	377972	1	1	1	0	0	0	0	1	0	0	0.430	0.854	NaN	NaN	NaN	0.430	1.000
5669	CCDC89	coiled-coil domain containing 89	401168	2	2	2	0	0	1	0	0	1	0	0.311	0.776	0.243	0.459	0.474	0.430	1.000
5670	DUSP1	dual specificity phosphatase 1	296415	1	1	1	1	0	0	0	1	0	0	0.430	0.965	NaN	NaN	NaN	0.430	1.000
5671	COMMD5	COMM domain containing 5	242573	2	2	2	1	0	0	0	1	1	0	0.148	0.911	0.610	0.673	1.000	0.430	1.000
5672	CCDC54	coiled-coil domain containing 54	368647	2	2	2	1	0	0	0	2	0	0	0.179	0.941	0.0872	0.690	0.824	0.430	1.000
5673	CAMKK2	calcium/calmodulin-dependent protein kinase kinase 2, beta	653952	3	3	3	0	0	0	1	1	1	0	0.286	0.384	0.335	0.657	0.516	0.430	1.000
5674	LTB4R	leukotriene B4 receptor	311080	1	1	1	1	0	0	0	1	0	0	0.431	0.924	NaN	NaN	NaN	0.431	1.000
5675	NPM2	nucleophosmin/nucleoplasmin, 2	244263	1	1	1	0	0	0	0	1	0	0	0.431	0.854	NaN	NaN	NaN	0.431	1.000
5676	CA14	carbonic anhydrase XIV	392826	1	1	1	1	0	0	0	1	0	0	0.431	0.971	NaN	NaN	NaN	0.431	1.000
5677	LGR5	leucine-rich repeat-containing G protein-coupled receptor 5	1033473	2	2	2	3	0	0	0	1	1	0	0.888	0.993	0.129	0.375	0.167	0.431	1.000
5678	GAPT	GRB2-binding adaptor protein, transmembrane	177344	1	1	1	0	0	0	0	0	1	0	0.431	1.000	NaN	NaN	NaN	0.431	1.000
5679	POPDC3	popeye domain containing 3	329287	2	2	2	0	0	1	0	1	0	0	0.148	0.556	0.851	0.169	1.000	0.431	1.000
5680	GSTK1	glutathione S-transferase kappa 1	322347	1	1	1	0	0	0	0	1	0	0	0.431	0.816	NaN	NaN	NaN	0.431	1.000
5681	NDUFS1	NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)	837312	2	2	2	1	0	0	0	2	0	0	0.538	0.895	0.208	0.115	0.275	0.431	1.000
5682	MFAP4	microfibrillar-associated protein 4	291632	1	1	1	1	0	0	0	0	1	0	0.431	0.924	NaN	NaN	NaN	0.431	1.000
5683	SLC37A1	solute carrier family 37 (glycerol-3-phosphate transporter), member 1	595181	4	4	4	0	0	2	0	0	2	0	0.148	0.520	0.986	0.618	1.000	0.431	1.000
5684	C16orf46	chromosome 16 open reading frame 46	419104	1	1	1	1	0	0	1	0	0	0	0.431	0.858	NaN	NaN	NaN	0.431	1.000
5685	PRSS55	protease, serine, 55	392697	1	1	1	0	0	0	1	0	0	0	0.431	0.619	NaN	NaN	NaN	0.431	1.000
5686	KRT18	keratin 18	401020	1	1	1	1	0	0	0	1	0	0	0.431	0.918	NaN	NaN	NaN	0.431	1.000
5687	SPINK5	serine peptidase inhibitor, Kazal type 5	1266109	5	5	5	0	0	1	0	2	2	0	0.178	0.430	0.924	0.380	0.835	0.431	1.000
5688	TRPT1	tRNA phosphotransferase 1	285942	1	1	1	0	0	0	0	1	0	0	0.432	0.804	NaN	NaN	NaN	0.432	1.000
5689	ZNF805	zinc finger protein 805	703732	2	2	2	0	0	1	0	0	1	0	0.643	0.692	0.234	0.367	0.231	0.432	1.000
5690	ZNF569	zinc finger protein 569	765680	3	3	3	0	0	0	1	2	0	0	0.244	0.562	0.355	0.526	0.609	0.432	1.000
5691	MS4A3	membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)	246335	1	1	1	1	0	0	0	1	0	0	0.432	0.941	NaN	NaN	NaN	0.432	1.000
5692	B3GALTL	beta 1,3-galactosyltransferase-like	561050	3	3	3	0	0	3	0	0	0	0	0.306	0.295	0.302	0.825	0.486	0.432	1.000
5693	AKAP8	A kinase (PRKA) anchor protein 8	766214	3	3	3	0	0	1	1	0	1	0	0.435	0.463	0.178	0.612	0.343	0.433	1.000
5694	GUCY2D	guanylate cyclase 2D, membrane (retina-specific)	989694	3	3	3	1	1	0	0	1	1	0	0.508	0.848	0.177	0.391	0.293	0.433	1.000
5695	PTGES2	prostaglandin E synthase 2	324508	1	1	1	1	0	0	1	0	0	0	0.433	0.918	NaN	NaN	NaN	0.433	1.000
5696	AKAP6	A kinase (PRKA) anchor protein 6	2581639	10	9	10	0	0	3	0	4	3	0	0.319	0.0994	0.464	0.256	0.467	0.433	1.000
5697	BHLHB9	basic helix-loop-helix domain containing, class B, 9	611423	3	3	3	1	0	1	1	1	0	0	0.254	0.752	0.377	0.947	0.587	0.433	1.000
5698	COMTD1	catechol-O-methyltransferase domain containing 1	224692	1	1	1	0	0	0	0	0	1	0	0.433	0.879	NaN	NaN	NaN	0.433	1.000
5699	PDILT	protein disulfide isomerase-like, testis expressed	666499	2	2	2	0	0	0	1	0	1	0	0.566	0.554	0.210	0.124	0.264	0.433	1.000
5700	ZNF320	zinc finger protein 320	561164	3	3	3	1	0	1	1	1	0	0	0.198	0.779	0.371	0.720	0.755	0.433	1.000
5701	PCDHGA2	protocadherin gamma subfamily A, 2	1057847	5	5	5	0	2	3	0	0	0	0	0.161	0.141	0.902	0.609	0.928	0.433	1.000
5702	CHMP4C	chromatin modifying protein 4C	268024	1	1	1	0	0	0	0	1	0	0	0.433	0.850	NaN	NaN	NaN	0.433	1.000
5703	C1orf87	chromosome 1 open reading frame 87	622191	4	4	4	2	0	1	0	2	1	0	0.622	0.786	0.123	0.669	0.240	0.433	1.000
5704	FAM173B	family with sequence similarity 173, member B	267147	1	1	1	1	0	0	0	1	0	0	0.433	0.951	NaN	NaN	NaN	0.433	1.000
5705	WNT6	wingless-type MMTV integration site family, member 6	278230	1	1	1	0	0	0	0	1	0	0	0.434	0.800	NaN	NaN	NaN	0.434	1.000
5706	SECISBP2L	SECIS binding protein 2-like	1198168	5	5	5	0	0	0	0	1	3	1	0.272	0.843	0.588	0.303	0.550	0.434	1.000
5707	ZNF222	zinc finger protein 222	560392	3	3	3	0	0	1	0	1	1	0	0.212	0.590	0.895	0.474	0.705	0.434	1.000
5708	CELF6	CUGBP, Elav-like family member 6	406354	2	2	2	0	0	0	0	1	1	0	0.195	0.498	0.504	0.929	0.768	0.434	1.000
5709	CAPN3	calpain 3, (p94)	966744	3	3	3	0	0	0	1	0	2	0	0.478	0.583	0.120	0.989	0.313	0.434	1.000
5710	CCDC88B	coiled-coil domain containing 88B	1477819	2	2	2	0	1	1	0	0	0	0	0.865	0.582	0.362	0.157	0.173	0.434	1.000
5711	AADACL2	arylacetamide deacetylase-like 2	453643	1	1	1	0	1	0	0	0	0	0	0.434	0.751	NaN	NaN	NaN	0.434	1.000
5712	SULT1A2	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2	340239	1	1	1	0	0	0	1	0	0	0	0.434	0.532	NaN	NaN	NaN	0.434	1.000
5713	PSMA8	proteasome (prosome, macropain) subunit, alpha type, 8	296042	2	2	2	0	0	1	0	0	1	0	0.167	0.629	0.991	0.340	0.896	0.434	1.000
5714	ARL5A	ADP-ribosylation factor-like 5A	209514	1	1	1	1	0	1	0	0	0	0	0.434	0.884	NaN	NaN	NaN	0.434	1.000
5715	PCDHB11	protocadherin beta 11	830644	2	2	2	2	0	0	0	1	1	0	0.877	0.921	0.865	0.140	0.171	0.434	1.000
5716	ZNF263	zinc finger protein 263	756054	2	2	2	1	0	1	0	1	0	0	0.552	0.840	0.259	0.341	0.271	0.434	1.000
5717	TMCO3	transmembrane and coiled-coil domains 3	750665	2	1	2	0	0	0	0	1	1	0	0.784	0.821	0.0125	0.682	0.191	0.434	1.000
5718	RIPK2	receptor-interacting serine-threonine kinase 2	611811	2	2	2	0	0	0	0	1	1	0	0.401	0.850	0.572	0.240	0.373	0.434	1.000
5719	STYXL1	serine/threonine/tyrosine interacting-like 1	359944	1	1	1	0	0	0	0	0	1	0	0.434	0.589	NaN	NaN	NaN	0.434	1.000
5720	RAB6B	RAB6B, member RAS oncogene family	238811	1	1	1	0	0	1	0	0	0	0	0.434	0.818	NaN	NaN	NaN	0.434	1.000
5721	PLA2G15	phospholipase A2, group XV	418018	1	1	1	0	0	0	1	0	0	0	0.434	0.533	NaN	NaN	NaN	0.434	1.000
5722	ITGAL	integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)	1324602	5	4	5	1	0	5	0	0	0	0	0.557	0.516	0.482	0.0743	0.269	0.434	1.000
5723	SYNGR4	synaptogyrin 4	259600	1	1	1	0	0	0	1	0	0	0	0.435	0.531	NaN	NaN	NaN	0.435	1.000
5724	USP7	ubiquitin specific peptidase 7 (herpes virus-associated)	1250362	6	6	6	0	0	1	1	2	2	0	0.150	0.158	0.745	0.937	1.000	0.435	1.000
5725	TP53INP1	tumor protein p53 inducible nuclear protein 1	282845	1	1	1	1	0	0	0	1	0	0	0.435	0.981	NaN	NaN	NaN	0.435	1.000
5726	CD302	CD302 molecule	252583	2	2	2	0	0	0	0	0	2	0	0.150	0.865	0.949	0.941	1.000	0.435	1.000
5727	WNT11	wingless-type MMTV integration site family, member 11	315931	1	1	1	1	0	0	0	0	1	0	0.435	0.916	NaN	NaN	NaN	0.435	1.000
5728	RECQL5	RecQ protein-like 5	1143947	2	2	2	0	0	0	0	2	0	0	0.832	0.680	0.643	0.0272	0.180	0.435	1.000
5729	HLA-DRB5	major histocompatibility complex, class II, DR beta 5	184087	1	1	1	0	0	0	0	0	1	0	0.435	1.000	NaN	NaN	NaN	0.435	1.000
5730	ACPT	acid phosphatase, testicular	455900	1	1	1	1	0	0	1	0	0	0	0.435	0.802	NaN	NaN	NaN	0.435	1.000
5731	ZBTB12	zinc finger and BTB domain containing 12	482257	2	2	2	2	0	0	0	0	2	0	0.414	1.000	0.166	0.967	0.363	0.435	1.000
5732	AMICA1	adhesion molecule, interacts with CXADR antigen 1	457774	2	2	2	0	0	1	0	0	1	0	0.202	0.523	0.431	0.713	0.745	0.435	1.000
5733	TMEM50A	transmembrane protein 50A	182850	1	1	1	0	0	0	0	0	1	0	0.435	1.000	NaN	NaN	NaN	0.435	1.000
5734	CRYGC	crystallin, gamma C	199480	1	1	1	0	1	0	0	0	0	0	0.435	0.804	NaN	NaN	NaN	0.435	1.000
5735	NCR2	natural cytotoxicity triggering receptor 2	306834	1	1	1	1	0	0	0	0	1	0	0.435	0.943	NaN	NaN	NaN	0.435	1.000
5736	STX12	syntaxin 12	320414	2	2	2	1	0	0	0	0	2	0	0.150	0.961	0.768	0.457	1.000	0.435	1.000
5737	ARHGAP29	Rho GTPase activating protein 29	1429824	6	6	6	0	0	1	0	3	2	0	0.150	0.280	0.763	0.808	1.000	0.435	1.000
5738	GPR143	G protein-coupled receptor 143	407086	1	1	1	0	0	0	0	0	1	0	0.435	0.816	NaN	NaN	NaN	0.435	1.000
5739	ZBTB11	zinc finger and BTB domain containing 11	1187096	4	4	4	0	0	1	1	1	1	0	0.480	0.376	0.203	0.335	0.314	0.436	1.000
5740	CNNM2	cyclin M2	910331	2	2	2	0	0	1	1	0	0	0	0.757	0.415	0.0872	0.247	0.199	0.436	1.000
5741	CD79B	CD79b molecule, immunoglobulin-associated beta	259924	1	1	1	1	0	0	0	1	0	0	0.436	0.973	NaN	NaN	NaN	0.436	1.000
5742	TPI1	triosephosphate isomerase 1	323783	1	1	1	0	0	0	0	1	0	0	0.436	0.820	NaN	NaN	NaN	0.436	1.000
5743	SMOC1	SPARC related modular calcium binding 1	482534	1	1	1	0	0	0	1	0	0	0	0.436	0.590	NaN	NaN	NaN	0.436	1.000
5744	TREML1	triggering receptor expressed on myeloid cells-like 1	351770	1	1	1	1	0	0	0	1	0	0	0.436	0.924	NaN	NaN	NaN	0.436	1.000
5745	RPGRIP1	retinitis pigmentosa GTPase regulator interacting protein 1	1455177	3	3	3	0	0	0	2	1	0	0	0.625	0.345	0.309	0.170	0.241	0.436	1.000
5746	PCDHGA12	protocadherin gamma subfamily A, 12	1051404	5	5	5	1	0	1	0	4	0	0	0.191	0.559	0.526	0.833	0.790	0.436	1.000
5747	HEATR2	HEAT repeat containing 2	720286	2	2	2	0	0	0	0	0	2	0	0.430	0.820	0.317	0.233	0.350	0.436	1.000
5748	ZBTB10	zinc finger and BTB domain containing 10	879438	2	2	2	1	0	1	0	0	1	0	0.478	0.870	0.166	0.305	0.316	0.437	1.000
5749	TADA1	transcriptional adaptor 1	386784	1	1	1	0	0	0	0	1	0	0	0.437	0.836	NaN	NaN	NaN	0.437	1.000
5750	PTPRK	protein tyrosine phosphatase, receptor type, K	1651153	6	6	6	4	0	0	0	4	2	0	0.872	0.976	0.125	0.397	0.173	0.437	1.000
5751	MBD3	methyl-CpG binding domain protein 3	292855	1	1	1	0	0	0	0	1	0	0	0.437	0.840	NaN	NaN	NaN	0.437	1.000
5752	OR5AC2	olfactory receptor, family 5, subfamily AC, member 2	343305	1	1	1	0	0	1	0	0	0	0	0.437	0.686	NaN	NaN	NaN	0.437	1.000
5753	LONP2	lon peptidase 2, peroxisomal	935687	5	5	5	0	0	1	0	3	1	0	0.151	0.370	0.630	0.459	1.000	0.437	1.000
5754	CAPZB	capping protein (actin filament) muscle Z-line, beta	311485	1	1	1	0	0	0	0	1	0	0	0.437	0.850	NaN	NaN	NaN	0.437	1.000
5755	KRT83	keratin 83	556111	3	3	3	0	0	0	0	3	0	0	0.151	0.575	0.476	0.617	1.000	0.437	1.000
5756	SHPRH	SNF2 histone linker PHD RING helicase	1914839	8	8	8	1	0	4	0	3	1	0	0.309	0.355	0.332	0.525	0.489	0.437	1.000
5757	BZW1	basic leucine zipper and W2 domains 1	409057	1	1	1	0	0	0	1	0	0	0	0.437	0.703	NaN	NaN	NaN	0.437	1.000
5758	KLF3	Kruppel-like factor 3 (basic)	388081	1	1	1	0	0	0	0	1	0	0	0.437	0.825	NaN	NaN	NaN	0.437	1.000
5759	WRN	Werner syndrome	1625116	5	5	5	1	0	1	1	1	2	0	0.280	0.558	0.578	0.364	0.540	0.437	1.000
5760	ZNF324B	zinc finger protein 324B	589802	2	2	2	0	0	0	0	1	1	0	0.553	0.813	0.353	0.225	0.274	0.438	1.000
5761	GPR112	G protein-coupled receptor 112	3456490	12	12	11	1	0	7	0	5	0	0	0.274	0.0599	0.340	0.865	0.554	0.438	1.000
5762	ANAPC11	APC11 anaphase promoting complex subunit 11 homolog (yeast)	223850	1	1	1	0	0	0	0	0	1	0	0.438	0.857	NaN	NaN	NaN	0.438	1.000
5763	TRAM1L1	translocation associated membrane protein 1-like 1	413872	2	2	2	1	0	0	0	0	2	0	0.159	0.942	0.433	0.712	0.953	0.438	1.000
5764	ZNF764	zinc finger protein 764	351547	1	1	1	0	0	0	0	1	0	0	0.438	0.805	NaN	NaN	NaN	0.438	1.000
5765	FILIP1L	filamin A interacting protein 1-like	1267632	6	6	6	0	0	1	0	1	4	0	0.195	0.265	0.657	0.933	0.780	0.438	1.000
5766	SLC6A3	solute carrier family 6 (neurotransmitter transporter, dopamine), member 3	698016	4	4	4	2	0	1	0	3	0	0	0.613	0.877	0.136	0.940	0.248	0.438	1.000
5767	ACTRT2	actin-related protein T2	416849	1	1	1	1	0	0	1	0	0	0	0.438	0.784	NaN	NaN	NaN	0.438	1.000
5768	OR4K14	olfactory receptor, family 4, subfamily K, member 14	345856	1	1	1	1	0	0	0	1	0	0	0.438	0.970	NaN	NaN	NaN	0.438	1.000
5769	ST7	suppression of tumorigenicity 7	707003	3	3	3	1	0	1	0	0	2	0	0.300	0.823	0.416	0.989	0.507	0.438	1.000
5770	SLC2A3	solute carrier family 2 (facilitated glucose transporter), member 3	569394	2	2	1	2	0	0	0	2	0	0	1.000	0.933	0.00959	0.637	0.152	0.438	1.000
5771	ADRA1B	adrenergic, alpha-1B-, receptor	418755	1	1	1	1	1	0	0	0	0	0	0.438	0.814	NaN	NaN	NaN	0.438	1.000
5772	CD200R1	CD200 receptor 1	409297	2	2	2	1	0	0	1	1	0	0	0.171	0.892	0.319	0.963	0.887	0.438	1.000
5773	TLE3	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)	844891	2	2	2	0	0	0	1	0	1	0	0.716	0.592	0.134	0.334	0.212	0.439	1.000
5774	MTMR1	myotubularin related protein 1	701510	2	2	2	1	1	0	0	1	0	0	0.532	0.832	0.541	0.0830	0.286	0.439	1.000
5775	RAB26	RAB26, member RAS oncogene family	255823	2	2	2	0	0	2	0	0	0	0	0.152	0.702	0.262	0.232	1.000	0.439	1.000
5776	MYH13	myosin, heavy chain 13, skeletal muscle	2192728	5	5	5	1	0	0	2	2	1	0	0.624	0.499	0.220	0.177	0.244	0.439	1.000
5777	NDC80	NDC80 homolog, kinetochore complex component (S. cerevisiae)	738722	4	4	4	0	0	1	1	0	2	0	0.152	0.287	0.724	0.963	1.000	0.439	1.000
5778	OR13C3	olfactory receptor, family 13, subfamily C, member 3	389305	2	2	2	0	0	1	1	0	0	0	0.191	0.423	0.0769	0.658	0.796	0.439	1.000
5779	TMEM185A	transmembrane protein 185A	401634	1	1	1	0	0	0	0	0	1	0	0.439	0.832	NaN	NaN	NaN	0.439	1.000
5780	ERP44	endoplasmic reticulum protein 44	467539	1	1	1	1	1	0	0	0	0	0	0.439	0.962	NaN	NaN	NaN	0.439	1.000
5781	ZNF174	zinc finger protein 174	488694	1	1	1	0	1	0	0	0	0	0	0.439	0.833	NaN	NaN	NaN	0.439	1.000
5782	N4BP3	NEDD4 binding protein 3	546394	2	2	2	2	0	2	0	0	0	0	1.000	0.968	0.287	0.133	0.152	0.439	1.000
5783	XKR4	XK, Kell blood group complex subunit-related family, member 4	673124	4	4	4	2	0	0	0	2	2	0	0.432	0.961	0.978	0.132	0.352	0.439	1.000
5784	CHMP4A	chromatin modifying protein 4A	304494	1	1	1	0	0	0	0	1	0	0	0.439	0.848	NaN	NaN	NaN	0.439	1.000
5785	TGDS	TDP-glucose 4,6-dehydratase	403271	1	1	1	1	0	1	0	0	0	0	0.439	0.849	NaN	NaN	NaN	0.439	1.000
5786	PSG2	pregnancy specific beta-1-glycoprotein 2	371996	1	1	1	1	0	0	1	0	0	0	0.439	0.889	NaN	NaN	NaN	0.439	1.000
5787	MURC	muscle-related coiled-coil protein	395982	1	1	1	0	0	0	1	0	0	0	0.439	0.630	NaN	NaN	NaN	0.439	1.000
5788	C3orf35	chromosome 3 open reading frame 35	241947	2	2	2	0	0	0	0	1	1	0	0.153	0.812	0.459	0.682	1.000	0.439	1.000
5789	PSMF1	proteasome (prosome, macropain) inhibitor subunit 1 (PI31)	311372	1	1	1	1	0	0	0	1	0	0	0.439	0.944	NaN	NaN	NaN	0.439	1.000
5790	B4GALT3	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3	446233	2	2	2	0	0	0	0	1	1	0	0.347	0.796	0.386	0.340	0.440	0.439	1.000
5791	TBP	TATA box binding protein	383151	1	1	1	8	0	0	0	0	1	0	0.440	1.000	NaN	NaN	NaN	0.440	1.000
5792	BTBD8	BTB (POZ) domain containing 8	429208	2	2	2	0	0	0	0	0	2	0	0.355	1.000	0.0775	0.330	0.430	0.440	1.000
5793	ALDH1A3	aldehyde dehydrogenase 1 family, member A3	570704	2	2	2	0	0	2	0	0	0	0	0.484	0.559	0.204	0.765	0.315	0.440	1.000
5794	ZFP41	zinc finger protein 41 homolog (mouse)	219746	2	2	2	0	0	0	0	1	1	0	0.153	0.858	0.454	0.692	1.000	0.440	1.000
5795	PSMB9	proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)	250468	1	1	1	0	0	0	0	1	0	0	0.440	0.798	NaN	NaN	NaN	0.440	1.000
5796	RFX8	RFX gene family member 8, lacking RFX DNA binding domain	544742	2	2	2	0	0	2	0	0	0	0	0.307	0.490	0.749	0.137	0.498	0.440	1.000
